    Fid,Gender,Age,AttendanceRate,GPA,Major,University,Studentname,Institution_Type,Year
10.42.0.42-66.198.24.224-41089-443-6,FeMale,21,72.47,3.23,Business,"Harvard University, USA",Evelyn Norman,Private,2023
10.42.0.151-31.13.71.3-43132-443-6,Male,22,79.39,3.38,Education,"Stanford University, USA",Susan Pinilla,Public,2023
174.35.73.149-10.42.0.211-80-59292-6,Male,21,97.43,2.75,Education,"Stanford University, USA",Tanya Griffin,Private,2023
10.42.0.151-10.42.0.1-1858-53-17,FeMale,19,62.63,3.08,Business,"Stanford University, USA",Marion Larimer,Private,2023
209.10.120.26-10.42.0.211-80-56730-6,Male,19,67.96,3.05,Engineering,"Stanford University, USA",Donald Pullins,Private,2023
10.42.0.211-67.129.144.48-52713-80-6,FeMale,22,68.97,3.7,Engineering,"Stanford University, USA",Clyde Rathburn,Public,2023
182.22.25.252-10.42.0.211-443-38342-6,FeMale,24,80.28,3.68,Engineering,"Harvard University, USA",Glenda Costley,Public,2023
10.42.0.151-10.42.0.1-17967-53-17,FeMale,21,67.84,3.67,Business,"Stanford University, USA",Barbara Bradley,Private,2023
10.42.0.211-10.42.0.1-54385-53-17,Male,18,76.68,2.02,Engineering,"Stanford University, USA",Elvira Bailey,Public,2023
172.217.12.202-10.42.0.42-443-40749-6,FeMale,23,89.09,3.5,Arts,"Harvard University, USA",Ashley Pichler,Public,2023
172.217.10.42-10.42.0.151-443-43737-6,Male,23,85.27,3.52,Education,"Harvard University, USA",Anthony Culp,Public,2023
10.42.0.42-104.193.88.109-45262-80-6,Male,22,72.32,3.36,Arts,"University of Oxford, UK",Alan Liddle,Public,2023
10.42.0.211-10.42.0.1-11474-53-17,Male,24,93.21,3.51,Engineering,"Stanford University, USA",Edna Mckinney,Public,2023
10.42.0.211-52.84.142.16-35059-443-6,Male,19,77.91,3.68,Arts,"Massachusetts Institute of Technology (MIT), USA",Sarah Fields,Private,2023
172.217.10.74-10.42.0.151-443-37734-6,Male,19,77,2.94,Engineering,"Harvard University, USA",Willie Willard,Private,2023
209.10.120.26-10.42.0.211-80-34689-6,Male,23,51.71,3,Business,"Harvard University, USA",Patricia Olson,Public,2023
216.58.219.227-10.42.0.42-443-44798-17,FeMale,22,99.33,2.25,Arts,"Harvard University, USA",Joan Miller,Private,2023
10.42.0.211-110.53.246.32-40296-80-6,FeMale,21,56.15,2.77,Business,"Stanford University, USA",Silvia Hlavac,Private,2023
172.217.10.74-10.42.0.151-443-49657-6,Male,19,61.56,3.29,Business,"Stanford University, USA",Jon Davis,Public,2023
10.42.0.211-10.42.0.1-58838-53-17,Male,21,52.58,3.56,Science,"Harvard University, USA",Dorothy Ivy,Private,2023
209.85.144.188-10.42.0.151-5228-54256-6,Male,24,82,2.43,Engineering,"Harvard University, USA",Elizabeth Robinson,Private,2023
10.42.0.151-23.192.21.115-37392-443-6,Male,19,61.24,2.28,Education,"Harvard University, USA",Jonathan Krings,Private,2023
172.217.10.78-10.42.0.151-443-40821-6,Male,19,59,3.33,Engineering,"University of Oxford, UK",Hilda Kirk,Private,2023
10.42.0.211-114.134.80.163-60299-80-6,Male,20,54.43,2,Education,"Stanford University, USA",Kathy Joyner,Private,2023
172.217.10.238-10.42.0.211-80-43477-6,FeMale,19,55.17,2.36,Engineering,"Harvard University, USA",Lewis King,Private,2023
10.42.0.211-10.42.0.1-13911-53-17,Male,18,79.23,2.06,Business,"Stanford University, USA",Esperanza Speights,Private,2023
172.217.10.46-10.42.0.151-443-36662-6,FeMale,22,84.41,2.33,Arts,"University of Cambridge, UK",Debra Cassada,Public,2023
10.42.0.211-23.217.155.120-55426-80-6,Male,22,69.87,2.36,Arts,"Harvard University, USA",Alfredo Gable,Public,2023
10.42.0.211-10.42.0.1-14518-53-17,FeMale,21,73.99,2.78,Science,"Stanford University, USA",Dennis Rodriguez,Private,2023
209.10.120.26-10.42.0.211-80-32866-6,Male,24,84.3,2.8,Education,"Harvard University, USA",John Osborne,Private,2023
10.42.0.42-93.184.215.201-49701-443-6,Male,19,50.87,3.75,Education,"Stanford University, USA",Sadie Crane,Public,2023
10.42.0.151-10.42.0.1-22556-53-17,FeMale,18,66.16,3.02,Education,"Harvard University, USA",Suzanne Fleming,Private,2023
10.42.0.42-23.194.140.226-54697-80-6,Male,21,98.65,3.45,Business,"Harvard University, USA",Mildred Belvin,Private,2023
10.42.0.211-106.11.30.199-45349-80-6,Male,20,79.01,2.21,Education,"Stanford University, USA",Jeremy Smith,Public,2023
151.101.21.140-10.42.0.211-443-57062-6,Male,21,62.71,2.45,Arts,"Harvard University, USA",Elyse Johnson,Public,2023
10.42.0.151-10.42.0.1-63353-53-17,Male,21,76.09,3.41,Business,"Harvard University, USA",Francisca Mckown,Private,2023
10.42.0.151-103.7.30.118-43697-80-6,Male,19,67.13,2.11,Engineering,"Massachusetts Institute of Technology (MIT), USA",Tyson Leflore,Private,2023
10.42.0.151-52.86.21.31-48202-443-6,Male,20,76.61,2.97,Education,"University of Oxford, UK",Constance Alden,Private,2023
172.217.10.10-10.42.0.151-443-40017-6,Male,21,56.29,3.2,Education,"Harvard University, USA",Ashley White,Private,2023
239.255.255.250-10.42.0.1-1900-60663-17,FeMale,18,56.64,3.2,Engineering,"Harvard University, USA",Edward Granillo,Private,2023
10.42.0.151-66.198.178.88-39008-443-6,FeMale,18,57.18,2.05,Education,"Harvard University, USA",Dennis Ware,Private,2023
10.42.0.211-10.42.0.1-6007-53-17,Male,22,96.99,2.64,Engineering,"Massachusetts Institute of Technology (MIT), USA",Patricia Bourgoin,Private,2023
172.217.12.131-10.42.0.211-443-32906-6,Male,20,81.86,2.49,Business,"Massachusetts Institute of Technology (MIT), USA",Nancy Cummings,Private,2023
10.42.0.211-31.13.80.12-44024-443-6,Male,20,99.03,2.95,Arts,"Harvard University, USA",Celia Saunders,Public,2023
172.217.6.206-10.42.0.151-443-35801-6,Male,22,95.17,2.79,Engineering,"California Institute of Technology (Caltech), USA",Theodore Reeves,Private,2023
151.101.192.207-10.42.0.211-443-48838-6,FeMale,21,82.33,3.1,Science,"Harvard University, USA",Estela Mellinger,Public,2023
208.80.154.224-10.42.0.211-443-53566-6,FeMale,20,84.66,3.49,Engineering,"Harvard University, USA",Roland Anderson,Private,2023
10.42.0.211-98.139.199.205-48160-443-6,Male,18,52.58,3.43,Education,"Harvard University, USA",Caroline Turner,Public,2023
10.42.0.211-10.42.0.1-59555-53-17,Male,18,83.5,3.04,Business,"University of Oxford, UK",Ruth Kennedy,Private,2023
216.58.219.202-10.42.0.211-443-47567-6,FeMale,19,52.21,3.64,Business,"Harvard University, USA",Amy Naffziger,Private,2023
10.42.0.151-23.6.162.190-59733-443-6,Male,20,79.41,2.86,Engineering,"Harvard University, USA",Inez Toki,Private,2023
172.217.12.174-10.42.0.151-443-54508-6,Male,21,99.97,3.79,Arts,"California Institute of Technology (Caltech), USA",Keith Graham,Private,2023
10.42.0.211-10.42.0.1-25838-53-17,Male,22,77.79,2.14,Science,"Imperial College London, UK",Patrick Mayfield,Private,2023
10.42.0.211-23.45.196.130-59845-443-6,FeMale,22,73.66,3.91,Business,"University of Oxford, UK",Gerald Kelly,Private,2023
172.217.9.227-10.42.0.211-443-35228-6,FeMale,21,65.64,3.31,Education,"Harvard University, USA",Nancy Ingram,Private,2023
174.35.73.111-10.42.0.151-80-38230-6,Male,24,56.03,2.76,Education,"Harvard University, USA",Brian Feist,Public,2023
172.217.12.200-10.42.0.211-443-48040-6,Male,23,86.55,2.39,Arts,"Stanford University, USA",Kathy Hallenbeck,Private,2023
203.205.158.62-10.42.0.151-80-53898-6,Male,19,59.63,2.96,Business,"Stanford University, USA",Danny Croy,Private,2023
172.217.12.170-10.42.0.151-443-49704-6,FeMale,22,55.76,2.39,Engineering,"Harvard University, USA",Myrtle Carr,Private,2023
10.42.0.211-120.76.223.181-58370-83-6,Male,20,71.09,2.33,Education,"University of Oxford, UK",Dennis Ward,Private,2023
10.42.0.211-103.235.46.39-40645-80-6,FeMale,19,89.77,3.23,Arts,"Harvard University, USA",Paul Love,Public,2023
172.217.12.163-10.42.0.151-443-60319-6,Male,20,87.25,3.05,Business,"Massachusetts Institute of Technology (MIT), USA",Wanda Martinez,Public,2023
10.42.0.151-10.42.0.1-21180-53-17,Male,24,52.74,3.34,Business,"University of Oxford, UK",Lottie Mallory,Public,2023
10.42.0.1-10.42.0.42-53-34399-17,Male,18,72.76,3.86,Business,"Harvard University, USA",James Turner,Private,2023
172.217.12.170-10.42.0.151-443-42201-6,Male,19,76.12,3.06,Business,"Harvard University, USA",Michael Mosser,Private,2023
10.42.0.211-123.125.115.190-39120-80-6,FeMale,22,82.23,3.16,Business,"Stanford University, USA",Walter Deshotel,Private,2023
10.42.0.151-52.84.40.77-59545-443-6,Male,19,82.51,2.18,Education,"Stanford University, USA",Brendan Jackson,Private,2023
175.100.207.232-10.42.0.151-80-40406-6,FeMale,19,68.23,3.44,Arts,"Stanford University, USA",Ernest Faulkner,Private,2023
10.42.0.211-10.42.0.1-64218-53-17,Male,19,78.03,2.8,Business,"Stanford University, USA",Derrick Pulver,Public,2023
10.42.0.211-117.121.27.10-41999-80-6,FeMale,23,74.05,3.95,Science,"Stanford University, USA",Adam Burger,Public,2023
220.243.235.201-10.42.0.211-80-54553-6,Male,19,94.25,3.65,Science,"Harvard University, USA",Martin Carey,Public,2023
10.42.0.211-10.42.0.1-18278-53-17,Male,20,76.51,3.04,Arts,"Stanford University, USA",Brian Kapinos,Public,2023
10.42.0.211-23.66.246.24-45727-443-6,Male,18,72.05,2.25,Engineering,"Stanford University, USA",Charles Rosen,Private,2023
216.58.219.202-10.42.0.151-443-40610-6,Male,24,70.22,3.72,Engineering,"Harvard University, USA",Ethel Marshall,Public,2023
174.35.73.107-10.42.0.211-80-50073-6,Male,21,78.62,3.6,Engineering,"Harvard University, USA",Edward Rawls,Private,2023
172.217.10.234-10.42.0.211-443-40382-6,Male,19,90.2,2.37,Science,"University of Oxford, UK",Robert Payne,Private,2023
172.217.6.206-10.42.0.151-443-53203-6,Male,22,76.92,2.59,Engineering,"Stanford University, USA",Michael Devoy,Public,2023
10.42.0.211-64.71.142.96-56643-443-6,Male,19,83.08,3.59,Education,"Massachusetts Institute of Technology (MIT), USA",Joseph Tovar,Private,2023
10.42.0.211-106.11.94.27-58060-443-6,Male,22,86.89,2.37,Business,"Harvard University, USA",Mildred Cary,Public,2023
10.42.0.211-95.213.11.133-35731-80-6,FeMale,20,76.01,3.84,Science,"Harvard University, USA",Darryl Cole,Private,2023
10.42.0.211-77.234.42.92-43011-443-6,Male,22,71.34,2.85,Arts,"Harvard University, USA",Shirley Wells,Public,2023
10.42.0.211-103.235.46.211-48256-443-6,Male,21,93.83,2.17,Arts,"Stanford University, USA",Steve Gagnon,Private,2023
206.126.112.142-10.42.0.151-443-49855-6,FeMale,18,70.88,3.63,Business,"Stanford University, USA",Lester Baker,Private,2023
192.229.173.173-10.42.0.211-80-42365-6,Male,22,73.1,2.75,Science,"Harvard University, USA",Marjorie Adams,Private,2023
10.42.0.151-10.42.0.1-32688-53-17,FeMale,22,99.52,3.05,Engineering,"Harvard University, USA",Una Koenig,Public,2023
172.217.10.42-10.42.0.211-443-36781-6,Male,18,50.01,2.22,Engineering,"Harvard University, USA",Catherine Modglin,Private,2023
10.42.0.211-123.125.29.220-52786-80-6,Male,21,59.27,2.01,Education,"University of Oxford, UK",Louise Swenson,Private,2023
10.42.0.42-104.97.95.172-59458-80-6,Male,19,69.2,3.28,Education,"Stanford University, USA",Camilla Thomas,Private,2023
172.217.12.206-10.42.0.211-443-59283-6,Male,22,96.63,3.03,Engineering,"Harvard University, USA",Bernice Adams,Private,2023
182.22.25.252-10.42.0.211-443-57334-6,Male,18,53.5,3.19,Arts,"Stanford University, USA",Michael Nguyen,Private,2023
10.42.0.211-10.42.0.1-58332-53-17,Male,20,50.47,3.59,Arts,"University of Cambridge, UK",William Mullins,Private,2023
10.42.0.42-54.239.17.112-52579-443-6,Male,18,52.63,3.29,Education,"Harvard University, USA",Garland Dixon,Private,2023
10.42.0.151-23.217.30.116-40817-443-6,Male,20,54.43,2.35,Business,"Harvard University, USA",Catherine Adkison,Private,2023
172.217.10.42-10.42.0.42-443-57190-6,FeMale,21,51.88,2.72,Engineering,"Stanford University, USA",Nicholas Roberts,Private,2023
180.149.134.221-10.42.0.211-80-36134-6,Male,19,73.99,3.81,Education,"Harvard University, USA",Mary Groce,Private,2023
10.42.0.211-104.193.88.109-42050-80-6,Male,18,79.04,3.54,Education,"Stanford University, USA",John Christen,Private,2023
10.42.0.42-103.235.46.211-32975-443-6,Male,24,63.58,3.11,Engineering,"Harvard University, USA",Rosa Southerly,Private,2023
10.42.0.151-13.32.250.46-49117-443-6,Male,24,69.91,2.51,Engineering,"Stanford University, USA",Barbara Gaskins,Private,2023
172.217.3.110-10.42.0.151-443-45707-6,Male,23,54.58,2.6,Arts,"Harvard University, USA",Marvin Wright,Public,2023
220.243.225.102-10.42.0.151-80-49861-6,Male,22,66.82,3.46,Business,"Harvard University, USA",Patrick Hawley,Public,2023
10.42.0.211-123.125.29.138-52978-80-6,Male,21,76.13,3.7,Business,"Stanford University, USA",George Mccluney,Private,2023
10.42.0.211-98.139.199.205-47985-443-6,FeMale,18,86.61,3.34,Engineering,"Harvard University, USA",Irma Hartis,Private,2023
162.208.22.39-10.42.0.42-443-57828-6,Male,24,50.17,3.62,Science,"Harvard University, USA",Christian Noble,Private,2023
10.42.0.211-10.42.0.1-60699-53-17,FeMale,22,73.37,3.53,Education,"Massachusetts Institute of Technology (MIT), USA",Dennis Rodriguez,Public,2023
180.149.136.194-10.42.0.151-80-34442-6,FeMale,24,64.85,2.3,Education,"University of Oxford, UK",Nancy Marble,Public,2023
10.42.0.151-119.146.74.32-55465-443-6,Male,18,92.64,2.85,Engineering,"Harvard University, USA",Linda Ozaeta,Public,2023
209.10.120.26-10.42.0.211-80-38896-6,Male,20,85.78,2.31,Science,"Harvard University, USA",Henry Benoit,Public,2023
192.33.31.104-10.42.0.211-443-41864-6,Male,18,79.46,2.47,Arts,"Harvard University, USA",Joseph Harris,Private,2023
183.3.235.80-10.42.0.211-80-45848-6,Male,23,63.86,3.74,Engineering,"Massachusetts Institute of Technology (MIT), USA",Mary Winter,Private,2023
131.253.61.66-10.42.0.151-443-50652-6,Male,18,95.52,2.95,Engineering,"Massachusetts Institute of Technology (MIT), USA",Antonia Flores,Private,2023
172.217.12.206-10.42.0.151-443-47985-6,Male,18,52.26,3.07,Education,"Harvard University, USA",Mary Cook,Public,2023
174.35.73.168-10.42.0.42-80-51823-6,Male,23,55.47,2.36,Engineering,"California Institute of Technology (Caltech), USA",Gail Sexton,Private,2023
172.217.7.163-10.42.0.151-80-60965-6,Male,21,69.58,2.62,Engineering,"Harvard University, USA",Debra Callaway,Public,2023
10.42.0.151-10.42.0.1-61659-53-17,Male,18,56.22,2.46,Engineering,"Harvard University, USA",Lino Billingsley,Private,2023
10.42.0.42-119.146.74.48-55133-80-6,Male,23,79.66,3.33,Education,"Harvard University, USA",Michael Quarles,Private,2023
239.255.255.250-10.42.0.1-1900-41033-17,Male,22,82.51,2.02,Arts,"University of Oxford, UK",Helen White,Public,2023
10.42.0.151-10.42.0.1-62157-53-17,FeMale,20,73.96,2.51,Arts,"Harvard University, USA",Holly Bailey,Public,2023
172.217.10.42-10.42.0.151-443-41089-6,Male,20,80.79,2.52,Engineering,"Harvard University, USA",Scott Sowers,Private,2023
172.217.10.227-10.42.0.151-443-55945-6,FeMale,18,66.45,2.14,Education,"California Institute of Technology (Caltech), USA",Shirley Peterson,Public,2023
10.42.0.211-104.193.88.109-52204-80-6,Male,21,73.51,3.92,Arts,"Imperial College London, UK",Clara Delang,Public,2023
10.42.0.211-52.44.158.240-40209-443-6,Male,21,87.21,2.96,Arts,"University of Oxford, UK",Johnny Gilbert,Public,2023
10.42.0.211-59.38.112.48-33279-443-6,Male,22,93.59,3.79,Arts,"Harvard University, USA",Esther Wojenski,Private,2023
209.10.120.26-10.42.0.211-80-44353-6,Male,18,71.68,2.64,Education,"Harvard University, USA",Don King,Private,2023
183.79.248.252-10.42.0.42-443-53876-6,FeMale,20,52.18,2.25,Education,"Stanford University, USA",Louisa Hall,Private,2023
182.22.31.124-10.42.0.211-443-45394-6,Male,21,58.08,2.95,Engineering,"Stanford University, USA",Stephanie Strickland,Private,2023
10.42.0.211-31.13.65.36-49760-443-6,Male,18,51.04,2.23,Business,"Harvard University, USA",Rebecca Bennett,Private,2023
10.42.0.211-10.42.0.1-25087-53-17,Male,24,82.66,2.97,Arts,"University of Oxford, UK",Genevieve Marusak,Private,2023
10.42.0.211-103.7.30.118-35220-80-6,Male,21,66.62,3.84,Business,"Harvard University, USA",Brian Wray,Public,2023
10.42.0.151-74.125.22.139-35773-443-6,Male,23,77.12,3.04,Education,"Massachusetts Institute of Technology (MIT), USA",Danielle Brown,Private,2023
10.42.0.211-111.221.77.171-60774-443-17,Male,24,74.66,3.23,Education,"University of Oxford, UK",Lisa Puleo,Private,2023
10.42.0.151-31.13.69.195-35187-443-6,Male,21,54.08,2.31,Education,"Harvard University, USA",William Gerena,Private,2023
10.42.0.211-111.1.17.152-49409-8077-6,FeMale,20,70.16,2.09,Business,"Harvard University, USA",Daniel Hammes,Private,2023
172.217.7.164-10.42.0.42-443-55450-6,Male,19,61.03,2.22,Education,"Stanford University, USA",Adriana Boatright,Private,2023
10.42.0.1-10.42.0.42-53-42468-17,Male,24,70.92,3.2,Engineering,"Stanford University, USA",Gerald Klien,Private,2023
10.42.0.211-10.42.0.1-6825-53-17,Male,22,60.18,2.19,Education,"Stanford University, USA",Darryl Hall,Private,2023
10.42.0.151-54.239.17.112-40961-443-6,Male,22,92.02,2.75,Education,"Stanford University, USA",Dale Martin,Private,2023
10.42.0.211-88.212.201.205-45137-443-6,Male,20,58.71,3.1,Arts,"Stanford University, USA",Terry Bassi,Public,2023
172.217.12.174-10.42.0.151-443-50825-6,Male,21,98.04,2.78,Arts,"Harvard University, USA",Jose Flory,Private,2023
10.42.0.211-10.42.0.1-1945-53-17,Male,18,70.8,2.33,Science,"Stanford University, USA",Rosalie Atherton,Private,2023
169.47.42.121-10.42.0.211-5222-55769-6,Male,21,92.31,2.55,Arts,"Stanford University, USA",Jean Beaupre,Private,2023
203.205.158.52-10.42.0.151-80-34622-6,Male,20,81.44,3.86,Engineering,"Harvard University, USA",James Amsden,Private,2023
10.42.0.211-66.155.99.59-39496-443-6,FeMale,22,86.77,3.35,Business,"Harvard University, USA",Stephen Pletcher,Private,2023
173.194.68.188-10.42.0.151-5228-36766-6,Male,21,88.39,2.99,Engineering,"University of Oxford, UK",John Lahti,Private,2023
10.42.0.211-98.139.199.204-44602-443-6,Male,22,75.24,2.03,Education,"Stanford University, USA",Grace Zamudio,Private,2023
10.42.0.211-10.42.0.1-53031-53-17,Male,24,77.17,3.98,Business,"Massachusetts Institute of Technology (MIT), USA",Russell August,Private,2023
172.217.12.131-10.42.0.151-443-45779-6,Male,18,75.7,3.34,Arts,"Harvard University, USA",Marguerite Walton,Private,2023
10.42.0.211-104.94.222.37-36114-80-6,Male,24,79.4,2.63,Education,"Harvard University, USA",Marjorie Smith,Public,2023
203.205.158.62-10.42.0.151-80-37709-6,Male,22,51.47,3.76,Business,"Harvard University, USA",Maria Holland,Private,2023
10.42.0.211-10.42.0.1-37105-53-17,Male,22,69.78,2.52,Arts,"Stanford University, USA",Lindsay Ramirez,Private,2023
10.42.0.211-123.125.115.164-54997-443-6,FeMale,19,80.31,3.09,Engineering,"Stanford University, USA",Harley Richards,Public,2023
169.55.67.247-10.42.0.211-5222-60190-6,Male,19,79.89,3.27,Business,"Harvard University, USA",Andrea Asmus,Private,2023
172.217.12.174-10.42.0.151-443-43282-6,FeMale,24,89.65,2.44,Arts,"Harvard University, USA",Stephen Petry,Public,2023
172.217.12.202-10.42.0.211-443-56089-6,Male,23,82.75,3.96,Engineering,"Harvard University, USA",John Borel,Private,2023
10.42.0.211-66.198.24.240-45630-80-6,Male,24,99.61,3.5,Education,"University of Oxford, UK",Alma Deen,Public,2023
10.42.0.211-54.230.49.181-35206-443-6,Male,19,64.19,3.12,Education,"Stanford University, USA",Richard Wetherington,Private,2023
10.42.0.151-104.254.66.16-40388-80-6,FeMale,22,67.96,2.36,Education,"Harvard University, USA",Jennifer Lamboy,Private,2023
10.42.0.151-10.42.0.1-1428-53-17,Male,20,69.19,2.11,Education,"Stanford University, USA",Russell Workman,Public,2023
172.217.12.142-10.42.0.211-443-33996-6,Male,24,73.29,2.64,Science,"University of Cambridge, UK",Ralph Salcedo,Private,2023
172.217.8.3-10.42.0.211-443-60068-6,FeMale,22,91.8,3.51,Business,"Harvard University, USA",James Frazer,Private,2023
10.42.0.151-10.42.0.1-59910-53-17,Male,20,61.79,2.54,Business,"Harvard University, USA",Bethany Castro,Private,2023
10.42.0.211-111.206.25.159-38860-80-6,Male,20,88.8,3.08,Science,"Stanford University, USA",Philip Nejaime,Private,2023
10.42.0.211-10.42.0.1-19085-53-17,Male,19,70.27,3.46,Arts,"Harvard University, USA",Lawrence Jaques,Private,2023
10.42.0.211-40.79.74.185-49435-443-6,Male,24,80.09,2.22,Arts,"Stanford University, USA",William Martinez,Private,2023
203.205.158.63-10.42.0.211-80-50845-6,Male,21,81.63,3.37,Education,"Harvard University, USA",Patsy Ferris,Public,2023
10.42.0.211-10.42.0.1-5351-36229-17,Male,18,68.64,2.18,Engineering,"Stanford University, USA",John Gifford,Public,2023
169.45.248.170-10.42.0.211-443-49132-6,Male,19,75.63,3.93,Arts,"Harvard University, USA",Tammy Vanhook,Public,2023
10.42.0.211-23.23.129.231-36010-443-6,Male,19,70.65,2.98,Engineering,"Harvard University, USA",Rosa George,Private,2023
172.217.12.174-10.42.0.211-443-54725-6,Male,21,53.46,2.3,Business,"Stanford University, USA",Casey Holsten,Private,2023
10.42.0.211-10.42.0.1-14460-53-17,FeMale,18,71.86,2.68,Engineering,"Harvard University, USA",Kristle Peterson,Private,2023
10.42.0.151-121.12.98.63-42089-80-6,Male,22,54.87,2.83,Business,"Harvard University, USA",Frank Kelly,Public,2023
202.77.129.150-10.42.0.42-443-35482-6,FeMale,23,70.25,3.52,Science,"Massachusetts Institute of Technology (MIT), USA",Elsie Rawlins,Private,2023
10.42.0.211-10.42.0.1-8961-53-17,FeMale,24,79.65,3.49,Science,"University of Oxford, UK",Michelle Milligan,Private,2023
10.42.0.42-65.52.108.74-53053-443-6,FeMale,23,78.97,3.22,Education,"Harvard University, USA",Alan Schupp,Public,2023
172.217.7.195-10.42.0.151-443-47860-6,FeMale,22,83.13,2.21,Arts,"Harvard University, USA",Joyce Cook,Private,2023
10.42.0.151-13.88.145.72-46666-443-6,Male,19,54.76,2.3,Education,"Harvard University, USA",Judith Deldonno,Public,2023
10.42.0.211-10.42.0.1-58145-53-17,FeMale,18,82.61,2.19,Business,"Massachusetts Institute of Technology (MIT), USA",Howard Routt,Public,2023
219.142.78.162-10.42.0.211-80-57065-6,Male,19,65.61,3.15,Education,"Massachusetts Institute of Technology (MIT), USA",Kurt Pearson,Private,2023
10.42.0.1-10.42.0.42-53-35601-17,FeMale,20,69.95,3.75,Engineering,"Harvard University, USA",Joan King,Public,2023
10.42.0.211-10.42.0.1-13242-53-17,Male,19,92.9,2.87,Business,"California Institute of Technology (Caltech), USA",Margaret Smith,Public,2023
10.42.0.211-23.194.140.226-48026-80-6,Male,19,50.45,2.32,Science,"Harvard University, USA",Jay Phillips,Private,2023
10.42.0.211-23.194.141.179-48936-443-6,Male,22,79.42,3.12,Arts,"Harvard University, USA",Regina Thompson,Private,2023
169.45.238.55-10.42.0.151-443-57301-6,Male,22,79.94,3.62,Business,"Harvard University, USA",Shannon Kabat,Private,2023
10.42.0.1-10.42.0.42-53-12864-17,Male,22,69.83,3.48,Business,"University of Oxford, UK",Craig Dance,Private,2023
10.42.0.151-10.42.0.1-64257-53-17,Male,23,61.85,3.76,Engineering,"Harvard University, USA",Richard Rooks,Private,2023
10.42.0.42-106.11.92.14-37060-443-6,Male,20,61.73,2.56,Arts,"Harvard University, USA",Gary Thomas,Private,2023
150.138.170.22-10.42.0.211-443-36374-6,Male,22,94.19,2.39,Science,"California Institute of Technology (Caltech), USA",Brittany Minelli,Private,2023
10.42.0.211-10.42.0.1-19676-53-17,FeMale,18,72.1,3.76,Business,"Imperial College London, UK",Jon Richardson,Private,2023
10.42.0.151-103.7.30.118-55896-80-6,FeMale,23,66.54,3.32,Business,"University of Oxford, UK",Debbie Chean,Private,2023
203.205.147.229-10.42.0.42-80-51272-6,Male,21,72.44,2.62,Engineering,"Harvard University, USA",Scott Jackson,Public,2023
158.85.58.119-10.42.0.211-5222-35131-6,FeMale,18,83.47,3.48,Education,"Harvard University, USA",Bob Landrum,Public,2023
10.42.0.211-64.71.142.125-55171-443-6,FeMale,24,57.29,3.63,Science,"Stanford University, USA",Walter Irby,Private,2023
205.185.216.10-10.42.0.211-80-33003-6,FeMale,24,72.47,3.23,Arts,"Stanford University, USA",Carol Trotman,Private,2023
172.217.10.234-10.42.0.151-443-36017-6,Male,18,79.39,3.38,Business,"Harvard University, USA",Cindy Bolton,Private,2023
175.100.207.206-10.42.0.211-80-35486-6,Male,22,97.43,2.75,Business,"University of Oxford, UK",Donald Porter,Private,2023
10.42.0.211-77.234.42.92-52065-443-6,Male,21,62.63,3.08,Science,"Harvard University, USA",Marilyn Camacho,Private,2023
172.217.10.35-10.42.0.42-443-46980-6,FeMale,21,67.96,3.05,Education,"Massachusetts Institute of Technology (MIT), USA",Jerome Bagley,Private,2023
10.42.0.1-10.42.0.42-53-5528-17,FeMale,23,68.97,3.7,Business,"University of Oxford, UK",Rebecca Gerena,Public,2023
10.42.0.1-10.42.0.42-53-1473-17,Male,21,80.28,3.68,Science,"Harvard University, USA",Ruben Lareau,Public,2023
172.217.12.170-10.42.0.211-443-47135-6,Male,24,67.84,3.67,Engineering,"Harvard University, USA",Robert Coker,Private,2023
5.61.39.3-10.42.0.42-80-57208-6,FeMale,20,76.68,2.02,Education,"Stanford University, USA",David Fugate,Private,2023
172.217.10.138-10.42.0.151-443-43064-6,FeMale,22,89.09,3.5,Arts,"Stanford University, USA",David Wright,Private,2023
10.42.0.211-10.42.0.1-25458-53-17,FeMale,21,85.27,3.52,Business,"Stanford University, USA",Mary Reilly,Private,2023
10.42.0.1-10.42.0.42-53-27634-17,FeMale,23,72.32,3.36,Science,"Stanford University, USA",Sally Gumm,Public,2023
172.217.10.234-10.42.0.151-443-51058-6,Male,24,93.21,3.51,Engineering,"Stanford University, USA",Terri Shield,Private,2023
172.217.3.110-10.42.0.151-443-39780-6,Male,20,77.91,3.68,Arts,"Harvard University, USA",Tyler Greenhill,Private,2023
182.254.5.234-10.42.0.151-80-48899-6,Male,19,77,2.94,Science,"Stanford University, USA",Kevin Little,Private,2023
172.217.10.78-10.42.0.151-443-59373-6,Male,19,51.71,3,Science,"Stanford University, USA",Peggy Mcvay,Private,2023
10.42.0.151-10.42.0.1-30293-53-17,FeMale,20,99.33,2.25,Arts,"Harvard University, USA",Elisa Santiago,Private,2023
183.36.108.199-10.42.0.211-80-45243-6,Male,24,56.15,2.77,Engineering,"Harvard University, USA",Roger Schneider,Private,2023
172.217.12.194-10.42.0.211-443-58393-6,Male,23,61.56,3.29,Engineering,"University of Oxford, UK",Alan Barnes,Private,2023
216.58.219.202-10.42.0.151-443-48605-6,Male,20,52.58,3.56,Education,"Stanford University, USA",Andrea Brown,Public,2023
10.42.0.42-52.84.1.143-33727-443-6,Male,22,82,2.43,Business,"Massachusetts Institute of Technology (MIT), USA",Debra Creech,Private,2023
